Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
15,"W Woof, K Chen","Learning to play general video-games via an object embedding network",2018,"2018 IEEE Conference on Computational …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8490438/","https://scholar.google.com/scholar?cites=15686732316257446420&as_sdt=2005&sciodt=0,5&hl=en",91,"2020-10-24 07:39:54","","","","",,,,,15,7.50,8,2,2,"Deep reinforcement learning (DRL) has proven to be an effective tool for creating general video-game AI. However most current DRL video-game agents learn end-to-end from the video-output of the game, which is superfluous for many applications and creates a number …"
15,"HC Law, D Sejdinovic, E Cameron, T Lucas…","Variational learning on aggregate outputs with Gaussian processes",2018,"Advances in Neural …","papers.nips.cc","http://papers.nips.cc/paper/7847-variational-learning-on-aggregate-outputs-with-gaussian-processes","https://scholar.google.com/scholar?cites=13818534818936105660&as_sdt=2005&sciodt=0,5&hl=en",103,"2020-10-24 07:39:54","","","","",,,,,15,7.50,3,5,2,"While a typical supervised learning framework assumes that the inputs and the outputs are measured at the same levels of granularity, many applications, including global mapping of disease, only have access to outputs at a much coarser level than that of the inputs …"
15,"Y Zhang, J Hare, A Prugel-Bennett","Deep set prediction networks",2019,"Advances in Neural Information …","papers.nips.cc","http://papers.nips.cc/paper/8584-deep-set-prediction-networks","https://scholar.google.com/scholar?cites=1113560646792223618&as_sdt=2005&sciodt=0,5&hl=en",110,"2020-10-24 07:39:54","","","","",,,,,15,15.00,5,3,1,"Current approaches for predicting sets from feature vectors ignore the unordered nature of sets and suffer from discontinuity issues as a result. We propose a general model for predicting sets that properly respects the structure of sets and avoids this problem. With a …"
15,"Q Zhao, Y Wang","Learning metrics for persistence-based summaries and applications for graph classification",2019,"Advances in Neural Information Processing …","papers.nips.cc","http://papers.nips.cc/paper/9178-learning-metrics-for-persistence-based-summaries-and-applications-for-graph-classification","https://scholar.google.com/scholar?cites=9051382955304665692&as_sdt=2005&sciodt=0,5&hl=en",117,"2020-10-24 07:39:54","","","","",,,,,15,15.00,8,2,1,"Recently a new feature representation and data analysis methodology based on a topological tool called persistent homology (and its persistence diagram summary) has gained much momentum. A series of methods have been developed to map a persistence …"
15,"J Sauder, B Sievers","Self-supervised deep learning on point clouds by reconstructing space",2019,"Advances in Neural Information Processing …","papers.nips.cc","http://papers.nips.cc/paper/9455-self-supervised-deep-learning-on-point-clouds-by-reconstructing-space","https://scholar.google.com/scholar?cites=18025256158749801874&as_sdt=2005&sciodt=0,5&hl=en",118,"2020-10-24 07:39:54","","","","",,,,,15,15.00,8,2,1,"Point clouds provide a flexible and natural representation usable in countless applications such as robotics or self-driving cars. Recently, deep neural networks operating on raw point cloud data have shown promising results on supervised learning tasks such as object …"
15,"J Requeima, J Gordon, J Bronskill…","Fast and flexible multi-task classification using conditional neural adaptive processes",2019,"Advances in Neural …","papers.nips.cc","http://papers.nips.cc/paper/9009-fast-and-flexible-multi-task-classification-using-conditional-neural-adaptive-processes","https://scholar.google.com/scholar?cites=6556255070381758438&as_sdt=2005&sciodt=0,5&hl=en",128,"2020-10-24 07:39:54","","","","",,,,,15,15.00,4,4,1,"The goal of this paper is to design image classification systems that, after an initial multi-task training phase, can automatically adapt to new tasks encountered at test time. We introduce a conditional neural process based approach to the multi-task classification setting for this …"
15,"S Prokudin, C Lassner…","Efficient learning on point clouds with basis point sets",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCVW_2019/html/CEFRL/Prokudin_Efficient_Learning_on_Point_Clouds_with_Basis_Point_Sets_ICCVW_2019_paper.html","https://scholar.google.com/scholar?cites=356206419968277826&as_sdt=2005&sciodt=0,5&hl=en",153,"2020-10-24 07:39:54","","","","",,,,,15,15.00,5,3,1,"With an increased availability of 3D scanning technology, point clouds are moving into the focus of computer vision as a rich representation of everyday scenes. However, they are hard to handle for machine learning algorithms due to their unordered structure. One …"
14,"SH Rezatofighi, A Milan, Q Shi, A Dick…","Joint learning of set cardinality and state distribution",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1709.04093","https://scholar.google.com/scholar?cites=18297795498114315745&as_sdt=2005&sciodt=0,5&hl=en",88,"2020-10-24 07:39:54","","","","",,,,,14,4.67,3,5,3,"We present a novel approach for learning to predict sets using deep learning. In recent years, deep neural networks have shown remarkable results in computer vision, natural language processing and other related problems. Despite their success, traditional …"
14,"J Yang, Q Zhang, R Fang, B Ni, J Liu, Q Tian","Adversarial attack and defense on point sets",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1902.10899","https://scholar.google.com/scholar?cites=7646954629526358095&as_sdt=2005&sciodt=0,5&hl=en",104,"2020-10-24 07:39:54","","","","",,,,,14,14.00,2,6,1,"Emergence of the utility of 3D point cloud data in critical vision tasks (eg, ADAS) urges researchers to pay more attention to the robustness of 3D representations and deep networks. To this end, we develop an attack and defense scheme, dedicated to 3D point …"
14,"AR Benson, R Kumar, A Tomkins","A discrete choice model for subset selection",2018,"… Conference on Web Search and Data …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3159652.3159702","https://scholar.google.com/scholar?cites=3672944846099896105&as_sdt=2005&sciodt=0,5&hl=en",106,"2020-10-24 07:39:54","","","","",,,,,14,7.00,5,3,2,"Multinomial logistic regression is a classical technique for modeling how individuals choose an item from a finite set of alternatives. This methodology is a workhorse in both discrete choice theory and machine learning. However, it is unclear how to generalize multinomial …"
14,"RA Rosu, P Schütt, J Quenzel, S Behnke","Latticenet: Fast point cloud segmentation using permutohedral lattices",2019,"arXiv preprint arXiv:1912.05905","arxiv.org","https://arxiv.org/abs/1912.05905","https://scholar.google.com/scholar?cites=8843550467361328927&as_sdt=2005&sciodt=0,5&hl=en",137,"2020-10-24 07:39:54","","","","",,,,,14,14.00,4,4,1,"Deep convolutional neural networks (CNNs) have shown outstanding performance in the task of semantically segmenting images. However, applying the same methods on 3D data still poses challenges due to the heavy memory requirements and the lack of structured …"
14,"W Shi, R Rajkumar","Point-gnn: Graph neural network for 3d object detection in a point cloud",2020,"… of the IEEE/CVF Conference on …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2020/html/Shi_Point-GNN_Graph_Neural_Network_for_3D_Object_Detection_in_a_CVPR_2020_paper.html","https://scholar.google.com/scholar?cites=3987152815255001944&as_sdt=2005&sciodt=0,5&hl=en",193,"2020-10-24 07:39:54","","","","",,,,,14,14.00,7,2,1,"In this paper, we propose a graph neural network to detect objects from a LiDAR point cloud. Towards this end, we encode the point cloud efficiently in a fixed radius near-neighbors graph. We design a graph neural network, named Point-GNN, to predict the category and …"
13,"X Liu, Z Guo, S Li, L Kong, P Jia…","Permutation-invariant feature restructuring for correlation-aware image set-based recognition",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Liu_Permutation-Invariant_Feature_Restructuring_for_Correlation-Aware_Image_Set-Based_Recognition_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=15733197660456760680&as_sdt=2005&sciodt=0,5&hl=en",115,"2020-10-24 07:39:54","","","","",,,,,13,13.00,2,6,1,"We consider the problem of comparing the similarity of image sets with variable-quantity, quality and un-ordered heterogeneous images. We use feature restructuring to exploit the correlations of both inner&inter-set images. Specifically, the residual self-attention can …"
13,"E Choi, Z Xu, Y Li, MW Dusenberry…","Graph convolutional transformer: Learning the graphical structure of electronic health records",2019,"arXiv preprint arXiv …","researchgate.net","https://www.researchgate.net/profile/Edward_Choi6/publication/333717224_Graph_Convolutional_Transformer_Learning_the_Graphical_Structure_of_Electronic_Health_Records/links/5d06c2ef92851c900442cd3a/Graph-Convolutional-Transformer-Learning-the-Graphical-Structure-of-Electronic-Health-Records.pdf","https://scholar.google.com/scholar?cites=8184003809304423601&as_sdt=2005&sciodt=0,5&hl=en",138,"2020-10-24 07:39:54","PDF","","","",,,,,13,13.00,3,5,1,"Effective modeling of electronic health records (EHR) is rapidly becoming an important topic in both academia and industry. A recent study showed that utilizing the graphical structure underlying EHR data (eg relationship between diagnoses and treatments) improves the …"
13,"N Segol, Y Lipman","On universal equivariant set networks",2019,"arXiv preprint arXiv:1910.02421","arxiv.org","https://arxiv.org/abs/1910.02421","https://scholar.google.com/scholar?cites=17434444729278914575&as_sdt=2005&sciodt=0,5&hl=en",154,"2020-10-24 07:39:54","","","","",,,,,13,13.00,7,2,1,"Using deep neural networks that are either invariant or equivariant to permutations in order to learn functions on unordered sets has become prevalent. The most popular, basic models are DeepSets [Zaheer et al. 2017] and PointNet [Qi et al. 2017]. While known to be universal …"
13,"S Gururani, M Sharma, A Lerch","An attention mechanism for musical instrument recognition",2019,"arXiv preprint arXiv:1907.04294","arxiv.org","https://arxiv.org/abs/1907.04294","https://scholar.google.com/scholar?cites=9077445662400879858&as_sdt=2005&sciodt=0,5&hl=en",160,"2020-10-24 07:39:54","","","","",,,,,13,13.00,4,3,1,"While the automatic recognition of musical instruments has seen significant progress, the task is still considered hard for music featuring multiple instruments as opposed to single instrument recordings. Datasets for polyphonic instrument recognition can be categorized …"
13,"A Andreassen, PT Komiske, EM Metodiev…","OmniFold: A Method to Simultaneously Unfold All Observables",2020,"Physical Review Letters","APS","https://journals.aps.org/prl/abstract/10.1103/PhysRevLett.124.182001","https://scholar.google.com/scholar?cites=7295409023234210165&as_sdt=2005&sciodt=0,5&hl=en",171,"2020-10-24 07:39:54","","","","",,,,,13,13.00,3,4,1,"Collider data must be corrected for detector effects (“unfolded”) to be compared with many theoretical calculations and measurements from other experiments. Unfolding is traditionally done for individual, binned observables without including all information relevant for …"
13,"J Gordon, D Lopez-Paz, M Baroni…","Permutation equivariant models for compositional generalization in language",2019,"International …","openreview.net","https://openreview.net/forum?id=SylVNerFvr","https://scholar.google.com/scholar?cites=4655477190954693022&as_sdt=2005&sciodt=0,5&hl=en",253,"2020-10-24 07:39:54","","","","",,,,,13,13.00,3,4,1,"Humans understand novel sentences by composing meanings and roles of core language components. In contrast, neural network models for natural language modeling fail when such compositional generalization is required. The main contribution of this paper is to …"
13,"Z Han, B Wei, Y Hong, T Li, J Cong…","Accurate Screening of COVID-19 using Attention Based Deep 3D Multiple Instance Learning",2020,"… on Medical Imaging","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9098062/","https://scholar.google.com/scholar?cites=7955383681939277158&as_sdt=2005&sciodt=0,5&hl=en",280,"2020-10-24 07:39:54","","","","",,,,,13,13.00,2,6,1,"Automated Screening of COVID-19 from chest CT is of emergency and importance during the outbreak of SARS-CoV-2 worldwide in 2020. However, accurate screening of COVID-19 is still a massive challenge due to the spatial complexity of 3D volumes, the labeling difficulty …"
12,"J Kim, S Kim, S Choi","Learning to warm-start Bayesian hyperparameter optimization",2017,"arXiv preprint arXiv:1710.06219","arxiv.org","https://arxiv.org/abs/1710.06219","https://scholar.google.com/scholar?cites=10693383870618284026&as_sdt=2005&sciodt=0,5&hl=en",105,"2020-10-24 07:39:54","","","","",,,,,12,4.00,4,3,3,"Hyperparameter optimization aims to find the optimal hyperparameter configuration of a machine learning model, which provides the best performance on a validation dataset. Manual search usually leads to get stuck in a local hyperparameter configuration, and …"
12,"H Zhou, K Chen, W Zhang, H Fang…","DUP-Net: Denoiser and upsampler network for 3D adversarial point clouds defense",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Zhou_DUP-Net_Denoiser_and_Upsampler_Network_for_3D_Adversarial_Point_Clouds_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=8280228226606714739&as_sdt=2005&sciodt=0,5&hl=en",122,"2020-10-24 07:39:54","","","","",,,,,12,12.00,2,5,1,"Neural networks are vulnerable to adversarial examples, which poses a threat to their application in security sensitive systems. We propose a Denoiser and UPsampler Network (DUP-Net) structure as defenses for 3D adversarial point cloud classification, where the two …"
12,"S Nam, C Ma, M Chai, W Brendel…","End-to-end time-lapse video synthesis from a single outdoor image",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Nam_End-To-End_Time-Lapse_Video_Synthesis_From_a_Single_Outdoor_Image_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=4723003305939270880&as_sdt=2005&sciodt=0,5&hl=en",139,"2020-10-24 07:39:54","","","","",,,,,12,12.00,2,5,1,"Time-lapse videos usually contain visually appealing content but are often difficult and costly to create. In this paper, we present an end-to-end solution to synthesize a time-lapse video from a single outdoor image using deep neural networks. Our key idea is to train a …"
12,"C Ma, W Gong…","Partial VAE for hybrid recommender system",2018,"NIPS Workshop …","bayesiandeeplearning.org","http://bayesiandeeplearning.org/2018/papers/75.pdf","https://scholar.google.com/scholar?cites=14628679410640950532&as_sdt=2005&sciodt=0,5&hl=en",143,"2020-10-24 07:39:54","PDF","","","",,,,,12,6.00,4,3,2,"We propose a novel hybrid recommender system method that treats missing data in a principled manner and that uses amortized inference for fast predictions. We name this method, the Partial Variational Autoencoder (p-VAE). P-VAE uses a novel probabilistic …"
11,"M Lerasle, Z Szabó, T Mathieu…","Monk outlier-robust mean embedding estimation by median-of-means",2019,"… on Machine Learning","proceedings.mlr.press","http://proceedings.mlr.press/v97/lerasle19a.html","https://scholar.google.com/scholar?cites=14742730977228950064&as_sdt=2005&sciodt=0,5&hl=en",94,"2020-10-24 07:39:54","","","","",,,,,11,11.00,3,4,1,"Mean embeddings provide an extremely flexible and powerful tool in machine learning and statistics to represent probability distributions and define a semi-metric (MMD, maximum mean discrepancy; also called N-distance or energy distance), with numerous successful …"
11,"H Chu, WC Ma, K Kundu…","Surfconv: Bridging 3d and 2d convolution for rgbd images",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Chu_SurfConv_Bridging_3D_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=7050444684028736511&as_sdt=2005&sciodt=0,5&hl=en",100,"2020-10-24 07:39:54","","","","",,,,,11,5.50,3,4,2,"The last few years have seen approaches trying to combine the increasing popularity of depth sensors and the success of the convolutional neural networks. Using depth as additional channel alongside the RGB input has the scale variance problem present in …"
11,"Y Li, R Bu, M Sun, W Wu, X Di, B Chen","PointCNN: Convolution On -Transformed Points",2018,"arXiv preprint arXiv:1801.07791","arxiv.org","https://arxiv.org/abs/1801.07791","https://scholar.google.com/scholar?cites=9482162305824143065&as_sdt=2005&sciodt=0,5&hl=en",101,"2020-10-24 07:39:54","","","","",,,,,11,5.50,2,6,2,"We present a simple and general framework for feature learning from point clouds. The key to the success of CNNs is the convolution operator that is capable of leveraging spatially-local correlation in data represented densely in grids (eg images). However, point clouds …"
11,"J Grabocka, R Scholz, L Schmidt-Thieme","Learning surrogate losses",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1905.10108","https://scholar.google.com/scholar?cites=5478221957259361680&as_sdt=2005&sciodt=0,5&hl=en",116,"2020-10-24 07:39:54","","","","",,,,,11,11.00,4,3,1,"The minimization of loss functions is the heart and soul of Machine Learning. In this paper, we propose an off-the-shelf optimization approach that can minimize virtually any non-differentiable and non-decomposable loss function (eg Miss-classification Rate, AUC, F1 …"
11,"B Yang, S Wang, A Markham, N Trigoni","Robust attentional aggregation of deep feature sets for multi-view 3D reconstruction",2020,"International Journal of …","Springer","https://link.springer.com/article/10.1007/s11263-019-01217-w","https://scholar.google.com/scholar?cites=16695211255677704983&as_sdt=2005&sciodt=0,5&hl=en",170,"2020-10-24 07:39:54","HTML","","","",,,,,11,11.00,3,4,1,"We study the problem of recovering an underlying 3D shape from a set of images. Existing learning based approaches usually resort to recurrent neural nets, eg, GRU, or intuitive pooling operations, eg, max/mean poolings, to fuse multiple deep features encoded from …"
11,"M Withnall, E Lindelöf, O Engkvist, H Chen","Building attention and edge message passing neural networks for bioactivity and physical–chemical property prediction",2020,"Journal of Cheminformatics","Springer","https://link.springer.com/article/10.1186/s13321-019-0407-y","https://scholar.google.com/scholar?cites=13478718970972252166&as_sdt=2005&sciodt=0,5&hl=en",172,"2020-10-24 07:39:54","HTML","","","",,,,,11,11.00,3,4,1,"Abstract Neural Message Passing for graphs is a promising and relatively recent approach for applying Machine Learning to networked data. As molecules can be described intrinsically as a molecular graph, it makes sense to apply these techniques to improve …"
11,"H Qu, L Gouskos","Jet tagging via particle clouds",2020,"Physical Review D","APS","https://journals.aps.org/prd/abstract/10.1103/PhysRevD.101.056019","https://scholar.google.com/scholar?cites=9626399625500494492&as_sdt=2005&sciodt=0,5&hl=en",251,"2020-10-24 07:39:54","","","","",,,,,11,11.00,6,2,1,"How to represent a jet is at the core of machine learning on jet physics. Inspired by the notion of point clouds, we propose a new approach that considers a jet as an unordered set of its constituent particles, effectively a “particle cloud.” Such a particle cloud representation …"
10,"IJ Liu, RA Yeh, AG Schwing","PIC: permutation invariant critic for multi-agent deep reinforcement learning",2020,"Conference on Robot Learning","proceedings.mlr.press","http://proceedings.mlr.press/v100/liu20a.html","https://scholar.google.com/scholar?cites=13832472349748388012&as_sdt=2005&sciodt=0,5&hl=en",97,"2020-10-24 07:39:54","","","","",,,,,10,10.00,3,3,1,"Sample efficiency and scalability to a large number of agents are two important goals for multi-agent reinforcement learning systems. Recent works got us closer to those goals, addressing non-stationarity of the environment from a single agent's perspective by utilizing …"
10,"DS Sachan, M Zaheer, R Salakhutdinov","Investigating the working of text classifiers",2018,"arXiv preprint arXiv:1801.06261","arxiv.org","https://arxiv.org/abs/1801.06261","https://scholar.google.com/scholar?cites=14268448756408594383&as_sdt=2005&sciodt=0,5&hl=en",114,"2020-10-24 07:39:54","","","","",,,,,10,5.00,3,3,2,"Text classification is one of the most widely studied tasks in natural language processing. Motivated by the principle of compositionality, large multilayer neural network models have been employed for this task in an attempt to effectively utilize the constituent expressions …"
10,"CL Li, T Simon, J Saragih, B Póczos…","Lbs autoencoder: Self-supervised fitting of articulated meshes to point clouds",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Li_LBS_Autoencoder_Self-Supervised_Fitting_of_Articulated_Meshes_to_Point_Clouds_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=8542942236149776575&as_sdt=2005&sciodt=0,5&hl=en",121,"2020-10-24 07:39:54","","","","",,,,,10,10.00,2,5,1,"We present LBS-AE; a self-supervised autoencoding algorithm for fitting articulated mesh models to point clouds. As input, we take a sequence of point clouds to be registered as well as an artist-rigged mesh, ie a template mesh equipped with a linear-blend skinning (LBS) …"
10,"A Sharma, G Katrapati, DM Sharma","IIT (BHU)–IIITH at CoNLL–SIGMORPHON 2018 shared task on universal morphological reinflection",2018,"Proceedings of the CoNLL …","aclweb.org","https://www.aclweb.org/anthology/K18-3013.pdf","https://scholar.google.com/scholar?cites=16029273109410812358&as_sdt=2005&sciodt=0,5&hl=en",133,"2020-10-24 07:39:54","PDF","","","",,,,,10,5.00,3,3,2,"This paper describes the systems submitted by IIT (BHU), Varanasi/IIIT Hyderabad (IITBHU–IIITH) for Task 1 of CoNLL–SIGMORPHON 2018 Shared Task on Universal Morphological Reinflection (Cotterell et al., 2018). The task is to generate the inflected form given a lemma …"
10,"S Amizadeh, S Matusevych, M Weimer","PDP: A general neural framework for learning constraint satisfaction solvers",2019,"arXiv preprint arXiv:1903.01969","arxiv.org","https://arxiv.org/abs/1903.01969","https://scholar.google.com/scholar?cites=15082048953197149757&as_sdt=2005&sciodt=0,5&hl=en",135,"2020-10-24 07:39:54","","","","",,,,,10,10.00,3,3,1,"There have been recent efforts for incorporating Graph Neural Network models for learning full-stack solvers for constraint satisfaction problems (CSP) and particularly Boolean satisfiability (SAT). Despite the unique representational power of these neural embedding …"
10,"M Atzmon, Y Lipman","Sal: Sign agnostic learning of shapes from raw data",2020,"… of the IEEE/CVF Conference on …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2020/html/Atzmon_SAL_Sign_Agnostic_Learning_of_Shapes_From_Raw_Data_CVPR_2020_paper.html","https://scholar.google.com/scholar?cites=14565706118773980850&as_sdt=2005&sciodt=0,5&hl=en",150,"2020-10-24 07:39:54","","","","",,,,,10,10.00,5,2,1,"Recently, neural networks have been used as implicit representations for surface reconstruction, modelling, learning, and generation. So far, training neural networks to be implicit representations of surfaces required training data sampled from a ground-truth …"
10,"E Ahmed, A Saint, AER Shabayek…","A survey on deep learning advances on different 3D data representations",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1808.01462","https://scholar.google.com/scholar?cites=13981116249384630173&as_sdt=2005&sciodt=0,5&hl=en",161,"2020-10-24 07:39:54","","","","",,,,,10,5.00,3,4,2,"3D data is a valuable asset the computer vision filed as it provides rich information about the full geometry of sensed objects and scenes. Recently, with the availability of both large 3D datasets and computational power, it is today possible to consider applying deep learning to …"
10,"HJ Ye, H Hu, DC Zhan, F Sha","Few-shot learning via embedding adaptation with set-to-set functions",2020,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2020/html/Ye_Few-Shot_Learning_via_Embedding_Adaptation_With_Set-to-Set_Functions_CVPR_2020_paper.html","https://scholar.google.com/scholar?cites=9786897578293679610&as_sdt=2005&sciodt=0,5&hl=en",202,"2020-10-24 07:39:54","","","","",,,,,10,10.00,3,4,1,"Learning with limited data is a key challenge for visual recognition. Many few-shot learning methods address this challenge by learning an instance embedding function from seen classes and apply the function to instances from unseen classes with limited labels. This …"
10,"Z Chen, L Chen, S Villar, J Bruna","Can graph neural networks count substructures?",2020,"arXiv preprint arXiv:2002.04025","arxiv.org","https://arxiv.org/abs/2002.04025","https://scholar.google.com/scholar?cites=15397526244877086732&as_sdt=2005&sciodt=0,5&hl=en",228,"2020-10-24 07:39:54","","","","",,,,,10,10.00,3,4,1,"The ability to detect and count certain substructures in graphs is important for solving many tasks on graph-structured data, especially in the contexts of computational chemistry and biology as well as social network analysis. Inspired by this, we propose to study the …"
9,"W Chen, X Han, G Li, C Chen, J Xing, Y Zhao…","Deep rbfnet: Point cloud feature learning using radial basis functions",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1812.04302","https://scholar.google.com/scholar?cites=6237855774644714589&as_sdt=2005&sciodt=0,5&hl=en",102,"2020-10-24 07:39:54","","","","",,,,,9,4.50,1,7,2,"Three-dimensional object recognition has recently achieved great progress thanks to the development of effective point cloud-based learning frameworks, such as PointNet and its extensions. However, existing methods rely heavily on fully connected layers, which …"
9,"N Trask, RG Patel, BJ Gross, PJ Atzberger","GMLS-Nets: A framework for learning from unstructured data",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1909.05371","https://scholar.google.com/scholar?cites=8660412169152786104&as_sdt=2005&sciodt=0,5&hl=en",123,"2020-10-24 07:39:54","","","","",,,,,9,9.00,2,4,1,"Data fields sampled on irregularly spaced points arise in many applications in the sciences and engineering. For regular grids, Convolutional Neural Networks (CNNs) have been successfully used to gaining benefits from weight sharing and invariances. We generalize …"
9,"Y Yan, X Wang, X Guo, J Fang…","Deep multi-instance learning with dynamic pooling",2018,"Asian Conference on …","proceedings.mlr.press","http://proceedings.mlr.press/v95/yan18a.html","https://scholar.google.com/scholar?cites=9453103007625626167&as_sdt=2005&sciodt=0,5&hl=en",125,"2020-10-24 07:39:54","","","","",,,,,9,4.50,2,5,2,"End-to-end optimization of multi-instance learning (MIL) using neural networks is an important problem with many applications, in which a core issue is how to design a permutation-invariant pooling function without losing much instance-level information …"
9,"F Zhang, G Shi","Co-representation network for generalized zero-shot learning",2019,"International Conference on Machine …","proceedings.mlr.press","http://proceedings.mlr.press/v97/zhang19l.html","https://scholar.google.com/scholar?cites=7158886248467537965&as_sdt=2005&sciodt=0,5&hl=en",130,"2020-10-24 07:39:54","","","","",,,,,9,9.00,5,2,1,"Generalized zero-shot learning is a significant topic but faced with bias problem, which leads to unseen classes being easily misclassified into seen classes. Hence we propose a embedding model called co-representation network to learn a more uniform visual …"
9,"M Raghu, E Schmidt","A survey of deep learning for scientific discovery",2020,"arXiv preprint arXiv:2003.11755","arxiv.org","https://arxiv.org/abs/2003.11755","https://scholar.google.com/scholar?cites=15242835561208756181&as_sdt=2005&sciodt=0,5&hl=en",331,"2020-10-24 07:39:54","","","","",,,,,9,9.00,5,2,1,"Over the past few years, we have seen fundamental breakthroughs in core problems in machine learning, largely driven by advances in deep neural networks. At the same time, the amount of data collected in a wide array of scientific domains is dramatically increasing in …"
8,"W Gong, S Tschiatschek, R Turner, S Nowozin…","Icebreaker: Element-wise active information acquisition with bayesian deep latent gaussian model",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1908.04537","https://scholar.google.com/scholar?cites=17693066750907577145&as_sdt=2005&sciodt=0,5&hl=en",113,"2020-10-24 07:39:54","","","","",,,,,8,8.00,2,5,1,"In this paper we introduce the ice-start problem, ie, the challenge of deploying machine learning models when only little or no training data is initially available, and acquiring each feature element of data is associated with costs. This setting is representative for the real …"
8,"J Mamou, O Pereg, M Wasserblat, A Eirew…","Term set expansion based nlp architect by intel ai lab",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1808.08953","https://scholar.google.com/scholar?cites=4327023892751586205&as_sdt=2005&sciodt=0,5&hl=en",129,"2020-10-24 07:39:54","","","","",,,,,8,4.00,2,5,2,"We present SetExpander, a corpus-based system for expanding a seed set of terms into amore complete set of terms that belong to the same semantic class. SetExpander implements an iterative end-to-end workflow. It enables users to easily select a seed set of …"
8,"A Bhattad, J Rock, D Forsyth","Detecting Anomalous Faces with'No Peeking'Autoencoders",2018,"arXiv preprint arXiv:1802.05798","arxiv.org","https://arxiv.org/abs/1802.05798","https://scholar.google.com/scholar?cites=519249959452337303&as_sdt=2005&sciodt=0,5&hl=en",132,"2020-10-24 07:39:54","","","","",,,,,8,4.00,3,3,2,"Detecting anomalous faces has important applications. For example, a system might tell when a train driver is incapacitated by a medical event, and assist in adopting a safe recovery strategy. These applications are demanding, because they require accurate …"
8,"A Kipf, D Vorona, J Müller, T Kipf, B Radke…","Estimating cardinalities with deep sketches",2019,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3299869.3320218","https://scholar.google.com/scholar?cites=4918910493913772608&as_sdt=2005&sciodt=0,5&hl=en",134,"2020-10-24 07:39:54","","","","",,,,,8,8.00,1,6,1,"ABSTRACT We introduce Deep Sketches, which are compact models of databases that allow us to estimate the result sizes of SQL queries. Deep Sketches are powered by a new deep learning approach to cardinality estimation that can capture correlations between …"
8,"T Chen, S Bian, Y Sun","Are powerful graph neural nets necessary? a dissection on graph classification",2019,"arXiv preprint arXiv:1905.04579","arxiv.org","https://arxiv.org/abs/1905.04579","https://scholar.google.com/scholar?cites=16957752784388373953&as_sdt=2005&sciodt=0,5&hl=en",140,"2020-10-24 07:39:54","","","","",,,,,8,8.00,3,3,1,"Graph Neural Nets (GNNs) have received increasing attentions, partially due to their superior performance in many node and graph classification tasks. However, there is a lack of understanding on what they are learning and how sophisticated the learned graph …"
8,"V Garg, T Jaakkola","Local aggregative games",2017,"Advances in Neural Information Processing …","papers.nips.cc","http://papers.nips.cc/paper/7118-local-aggregative-games","https://scholar.google.com/scholar?cites=17152834995155449130&as_sdt=2005&sciodt=0,5&hl=en",162,"2020-10-24 07:39:54","","","","",,,,,8,2.67,4,2,3,"Aggregative games provide a rich abstraction to model strategic multi-agent interactions. We focus on learning local aggregative games, where the payoff of each player is a function of its own action and the aggregate behavior of its neighbors in a connected digraph. We show …"
