Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
16,"J Jiao","Machine learning assisted high-definition map creation",2018,"2018 IEEE 42nd Annual Computer Software and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8377682/","https://scholar.google.com/scholar?cites=9584408153694474733&as_sdt=2005&sciodt=0,5&hl=en",247,"2020-10-22 19:32:26","","","","",,,,,16,8.00,16,1,2,"In recent years, autonomous driving technologies have attracted broad and enormous interests from both academia and industry and are under rapid development. High-Definition (HD) Maps are widely used as an indispensable component of an autonomous vehicle …"
12,"MM Rahman, Y Tan, J Xue, L Shao, K Lu","3D object detection: Learning 3D bounding boxes from scaled down 2D bounding boxes in RGB-D images",2019,"Information Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S0020025518307540","https://scholar.google.com/scholar?cites=17250906558281638812&as_sdt=2005&sciodt=0,5&hl=en",248,"2020-10-22 19:32:26","","","","",,,,,12,12.00,2,5,1,"Abstract 3D object detection in RGB-D images is a vast growing research area in computer vision. In this paper, we study the problems of amodal 3D object detection in RGB-D images and present an efficient 3D object detection system that can predict object location, size, and …"
25,"LP Tchapmi, V Kosaraju…","Topnet: Structural point cloud decoder",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Tchapmi_TopNet_Structural_Point_Cloud_Decoder_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=5730742331410329070&as_sdt=2005&sciodt=0,5&hl=en",249,"2020-10-22 19:32:26","","","","",,,,,25,25.00,8,3,1,"Abstract 3D point cloud generation is of great use for 3D scene modeling and understanding. Real-world 3D object point clouds can be properly described by a collection of low-level and high-level structures such as surfaces, geometric primitives, semantic parts …"
12,"Z Luo, J Li, Z Xiao, ZG Mou, X Cai, C Wang","Learning high-level features by fusing multi-view representation of MLS point clouds for 3D object recognition in road environments",2019,"ISPRS Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0924271619300322","https://scholar.google.com/scholar?cites=3781555468396687185&as_sdt=2005&sciodt=0,5&hl=en",250,"2020-10-22 19:32:26","","","","",,,,,12,12.00,2,6,1,"Most existing 3D object recognition methods still suffer from low descriptiveness and weak robustness although remarkable progress has made in 3D computer vision. The major challenge lies in effectively mining high-level 3D shape features. This paper presents a high …"
17,"Y Sekikawa, K Hara, H Saito","EventNet: Asynchronous recursive event processing",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Sekikawa_EventNet_Asynchronous_Recursive_Event_Processing_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=3417088598387725339&as_sdt=2005&sciodt=0,5&hl=en",251,"2020-10-22 19:32:26","","","","",,,,,17,17.00,6,3,1,"Event cameras are bio-inspired vision sensors that mimic retinas to asynchronously report per-pixel intensity changes rather than outputting an actual intensity image at regular intervals. This new paradigm of image sensor offers significant potential advantages; …"
20,"MA Uy, QH Pham, BS Hua…","Revisiting point cloud classification: A new benchmark dataset and classification model on real-world data",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Uy_Revisiting_Point_Cloud_Classification_A_New_Benchmark_Dataset_and_Classification_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=5540096816972486638&as_sdt=2005&sciodt=0,5&hl=en",252,"2020-10-22 19:32:26","","","","",,,,,20,20.00,5,4,1,"Deep learning techniques for point cloud data have demonstrated great potentials in solving classical problems in 3D computer vision such as 3D object classification and segmentation. Several recent 3D object classification methods have reported state-of-the-art performance …"
13,"KL Navaneet, P Mandikal, M Agarwal…","Capnet: Continuous approximation projection for 3d point cloud reconstruction using 2d supervision",2019,"Proceedings of the AAAI …","aaai.org","https://www.aaai.org/ojs/index.php/AAAI/article/view/4908","https://scholar.google.com/scholar?cites=1678405272045058170&as_sdt=2005&sciodt=0,5&hl=en",253,"2020-10-22 19:32:26","","","","",,,,,13,13.00,3,4,1,"Abstract Knowledge of 3D properties of objects is a necessity in order to build effective computer vision systems. However, lack of large scale 3D datasets can be a major constraint for datadriven approaches in learning such properties. We consider the task of single image …"
11,"H Chu, WC Ma, K Kundu…","Surfconv: Bridging 3d and 2d convolution for rgbd images",2018,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_cvpr_2018/html/Chu_SurfConv_Bridging_3D_CVPR_2018_paper.html","https://scholar.google.com/scholar?cites=7050444684028736511&as_sdt=2005&sciodt=0,5&hl=en",254,"2020-10-22 19:32:26","","","","",,,,,11,5.50,3,4,2,"The last few years have seen approaches trying to combine the increasing popularity of depth sensors and the success of the convolutional neural networks. Using depth as additional channel alongside the RGB input has the scale variance problem present in …"
11,"Y Li, R Bu, M Sun, W Wu, X Di, B Chen","PointCNN: Convolution On -Transformed Points",2018,"arXiv preprint arXiv:1801.07791","arxiv.org","https://arxiv.org/abs/1801.07791","https://scholar.google.com/scholar?cites=9482162305824143065&as_sdt=2005&sciodt=0,5&hl=en",255,"2020-10-22 19:32:26","","","","",,,,,11,5.50,2,6,2,"We present a simple and general framework for feature learning from point clouds. The key to the success of CNNs is the convolution operator that is capable of leveraging spatially-local correlation in data represented densely in grids (eg images). However, point clouds …"
17,"M Sarmad, HJ Lee, YM Kim","Rl-gan-net: A reinforcement learning agent controlled gan network for real-time point cloud shape completion",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Sarmad_RL-GAN-Net_A_Reinforcement_Learning_Agent_Controlled_GAN_Network_for_Real-Time_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=8533888189478031583&as_sdt=2005&sciodt=0,5&hl=en",256,"2020-10-22 19:32:26","","","","",,,,,17,17.00,6,3,1,"Abstract We present RL-GAN-Net, where a reinforcement learning (RL) agent provides fast and robust control of a generative adversarial network (GAN). Our framework is applied to point cloud shape completion that converts noisy, partial point cloud data into a high-fidelity …"
9,"W Chen, X Han, G Li, C Chen, J Xing, Y Zhao…","Deep rbfnet: Point cloud feature learning using radial basis functions",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1812.04302","https://scholar.google.com/scholar?cites=6237855774644714589&as_sdt=2005&sciodt=0,5&hl=en",257,"2020-10-22 19:32:26","","","","",,,,,9,4.50,1,7,2,"Three-dimensional object recognition has recently achieved great progress thanks to the development of effective point cloud-based learning frameworks, such as PointNet and its extensions. However, existing methods rely heavily on fully connected layers, which …"
12,"Z Zhang, Z Yang, C Ma, L Luo, A Huth…","Deep generative modeling for scene synthesis via hybrid representations",2020,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3381866","https://scholar.google.com/scholar?cites=6227309645950515416&as_sdt=2005&sciodt=0,5&hl=en",258,"2020-10-22 19:32:26","","","","",,,,,12,12.00,2,6,1,"We present a deep generative scene modeling technique for indoor environments. Our goal is to train a generative model using a feed-forward neural network that maps a prior distribution (eg, a normal distribution) to the distribution of primary objects in indoor scenes …"
10,"B Nagy, C Benedek","Real-time point cloud alignment for vehicle localization in a high resolution 3D map",2018,"Proceedings of the European …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_eccv_2018_workshops/w2/html/Nagy_Real-time_point_cloud_alignment_for_vehicle_localization_in_a_high_ECCVW_2018_paper.html","https://scholar.google.com/scholar?cites=15763830459154425555&as_sdt=2005&sciodt=0,5&hl=en",259,"2020-10-22 19:32:26","","","","",,,,,10,5.00,5,2,2,"In this paper we introduce a Lidar based real time and accurate self localization approach for self driving vehicles (SDV) in high resolution 3D point cloud maps of the environment obtained through Mobile Laser Scanning (MLS). Our solution is able to robustly register the …"
14,"J Yang, Q Zhang, R Fang, B Ni, J Liu, Q Tian","Adversarial attack and defense on point sets",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1902.10899","https://scholar.google.com/scholar?cites=7646954629526358095&as_sdt=2005&sciodt=0,5&hl=en",260,"2020-10-22 19:32:26","","","","",,,,,14,14.00,2,6,1,"Emergence of the utility of 3D point cloud data in critical vision tasks (eg, ADAS) urges researchers to pay more attention to the robustness of 3D representations and deep networks. To this end, we develop an attack and defense scheme, dedicated to 3D point …"
19,"DW Shu, SW Park, J Kwon","3d point cloud generative adversarial network based on tree structured graph convolutions",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Shu_3D_Point_Cloud_Generative_Adversarial_Network_Based_on_Tree_Structured_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=8120571475101274073&as_sdt=2005&sciodt=0,5&hl=en",261,"2020-10-22 19:32:26","","","","",,,,,19,19.00,6,3,1,"In this paper, we propose a novel generative adversarial network (GAN) for 3D point clouds generation, which is called tree-GAN. To achieve state-of-the-art performance for multi-class 3D point cloud generation, a tree-structured graph convolution network (TreeGCN) is …"
11,"B Wang, J An, J Cao","Voxel-FPN: multi-scale voxel feature aggregation in 3D object detection from point clouds",2019,"arXiv preprint arXiv:1907.05286","arxiv.org","https://arxiv.org/abs/1907.05286","https://scholar.google.com/scholar?cites=960319921574857983&as_sdt=2005&sciodt=0,5&hl=en",262,"2020-10-22 19:32:26","","","","",,,,,11,11.00,4,3,1,"Object detection in point cloud data is one of the key components in computer vision systems, especially for autonomous driving applications. In this work, we present Voxel-FPN, a novel one-stage 3D object detector that utilizes raw data from LIDAR sensors only. The …"
15,"F Engelmann, T Kontogianni, B Leibe","Dilated point convolutions: On the receptive field of point convolutions",2019,"arXiv preprint arXiv:1907.12046","arxiv.org","https://arxiv.org/abs/1907.12046","https://scholar.google.com/scholar?cites=8845409341938693592&as_sdt=2005&sciodt=0,5&hl=en",263,"2020-10-22 19:32:26","","","","",,,,,15,15.00,5,3,1,"In this work, we propose Dilated Point Convolutions (DPC) which drastically increase the receptive field of convolutions on 3D point clouds. As we show in our experiments, the size of the receptive field is directly related to the performance of dense tasks such as semantic …"
9,"H Liu, Y Cong, C Yang, Y Tang","Efficient 3D object recognition via geometric information preservation",2019,"Pattern Recognition","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031320319301335","https://scholar.google.com/scholar?cites=16171790557263396234&as_sdt=2005&sciodt=0,5&hl=en",264,"2020-10-22 19:32:26","","","","",,,,,9,9.00,2,4,1,"Accurate 3D object recognition and 6-DOF pose estimation have been pervasively applied to a variety of applications, such as unmanned warehouse, cooperative robots, and manufacturing industry. How to extract a robust and representative feature from the point …"
10,"W Zhang, H Jiang, Z Yang, S Yamakawa…","Data-driven upsampling of point clouds",2019,"Computer-Aided …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010448518303956","https://scholar.google.com/scholar?cites=13786515460843786907&as_sdt=2005&sciodt=0,5&hl=en",265,"2020-10-22 19:32:26","","","","",,,,,10,10.00,2,5,1,"High quality upsampling of sparse 3D point clouds is critically useful for a wide range of geometric operations such as reconstruction, rendering, meshing, and analysis. In this paper, we propose a data-driven algorithm that enables an upsampling of 3D point clouds …"
13,"X Liu, Z Han, X Wen, YS Liu, M Zwicker","L2g auto-encoder: Understanding point clouds by local-to-global reconstruction with hierarchical self-attention",2019,"Proceedings of the 27th ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3343031.3350960","https://scholar.google.com/scholar?cites=578253332254042258&as_sdt=2005&sciodt=0,5&hl=en",266,"2020-10-22 19:32:26","","","","",,,,,13,13.00,3,5,1,"Auto-encoder is an important architecture to understand point clouds in an encoding and decoding procedure of self reconstruction. Current auto-encoder mainly focuses on the learning of global structure by global shape reconstruction, while ignoring the learning of …"
11,"A Cheraghian, L Petersson","3dcapsule: Extending the capsule architecture to classify 3d point clouds",2019,"2019 IEEE Winter Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8658405/","https://scholar.google.com/scholar?cites=2319053850005859748&as_sdt=2005&sciodt=0,5&hl=en",267,"2020-10-22 19:32:26","","","","",,,,,11,11.00,6,2,1,"This paper introduces the 3DCapsule, which is a 3D extension of the recently introduced Capsule concept that makes it applicable to unordered point sets. The original Capsule relies on the existence of a spatial relationship between the elements in the feature map it is …"
14,"R Rostami, FS Bashiri, B Rostami…","A Survey on Data‐Driven 3D Shape Descriptors",2019,"Computer Graphics …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.13536","https://scholar.google.com/scholar?cites=14335650845591334289&as_sdt=2005&sciodt=0,5&hl=en",268,"2020-10-22 19:32:26","","","","",,,,,14,14.00,4,4,1,"Recent advances in scanning device technologies and improvements in techniques that generate and synthesize 3D shapes have made 3D models widespread in various fields including medical research, biology, engineering, etc. 3D shape descriptors play a …"
13,"W Yuan, D Held, C Mertz, M Hebert","Iterative transformer network for 3D point cloud",2018,"arXiv preprint arXiv:1811.11209","arxiv.org","https://arxiv.org/abs/1811.11209","https://scholar.google.com/scholar?cites=10804026042876454843&as_sdt=2005&sciodt=0,5&hl=en",269,"2020-10-22 19:32:26","","","","",,,,,13,6.50,3,4,2,"3D point cloud is an efficient and flexible representation of 3D structures. Recently, neural networks operating on point clouds have shown superior performance on 3D understanding tasks such as shape classification and part segmentation. However, performance on such …"
17,"W Lu, G Wan, Y Zhou, X Fu…","Deepvcp: An end-to-end deep neural network for point cloud registration",2019,"Proceedings of the …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Lu_DeepVCP_An_End-to-End_Deep_Neural_Network_for_Point_Cloud_Registration_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=8106067461875604914&as_sdt=2005&sciodt=0,5&hl=en",270,"2020-10-22 19:32:26","","","","",,,,,17,17.00,3,5,1,"We present DeepVCP-a novel end-to-end learning-based 3D point cloud registration framework that achieves comparable registration accuracy to prior state-of-the-art geometric methods. Different from other keypoint based methods where a RANSAC procedure is …"
14,"X He, A Wang, P Ghamisi, G Li…","LiDAR data classification using spatial transformation and CNN",2018,"IEEE Geoscience and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8480863/","https://scholar.google.com/scholar?cites=10117695049631144437&as_sdt=2005&sciodt=0,5&hl=en",271,"2020-10-22 19:32:26","","","","",,,,,14,7.00,3,5,2,"Light detection and ranging (LiDAR) is a useful data acquisition technique, which is widely used in a variety of practical applications. The classification of LiDAR-derived rasterized digital surface model (LiDAR-DSM) is a fundamental technique in LiDAR data processing. In …"
9,"A Handa, K Van Wyk, W Yang, J Liang…","DexPilot: Vision-Based Teleoperation of Dexterous Robotic Hand-Arm System",2020,"… on Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9197124/","https://scholar.google.com/scholar?cites=4354481922351790529&as_sdt=2005&sciodt=0,5&hl=en",272,"2020-10-22 19:32:26","","","","",,,,,9,9.00,2,5,1,"Teleoperation offers the possibility of imparting robotic systems with sophisticated reasoning skills, intuition, and creativity to perform tasks. However, teleoperation solutions for high degree-of-actuation (DoA), multi-fingered robots are generally cost-prohibitive, while low …"
18,"W Zhang, C Xiao","PCAN: 3D attention map learning using contextual information for point cloud based retrieval",2019,"Proceedings of the IEEE Conference on …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Zhang_PCAN_3D_Attention_Map_Learning_Using_Contextual_Information_for_Point_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=9016390861743795252&as_sdt=2005&sciodt=0,5&hl=en",273,"2020-10-22 19:32:26","","","","",,,,,18,18.00,9,2,1,"Point cloud based retrieval for place recognition is an emerging problem in vision field. The main challenge is how to find an efficient way to encode the local features into a discriminative global descriptor. In this paper, we propose a Point Contextual Attention …"
9,"R Hu, Z Yan, J Zhang, O Van Kaick, A Shamir…","Predictive and generative neural networks for object functionality",2020,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2006.15520","https://scholar.google.com/scholar?cites=14314224757889773979&as_sdt=2005&sciodt=0,5&hl=en",274,"2020-10-22 19:32:26","","","","",,,,,9,9.00,2,6,1,"Humans can predict the functionality of an object even without any surroundings, since their knowledge and experience would allow them to"" hallucinate"" the interaction or usage scenarios involving the object. We develop predictive and generative deep convolutional …"
14,"Z Han, X Wang, CM Vong, YS Liu, M Zwicker…","3DViewGraph: Learning global features for 3D shapes from a graph of unordered views with attention",2019,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1905.07503","https://scholar.google.com/scholar?cites=3099889483889468392&as_sdt=2005&sciodt=0,5&hl=en",275,"2020-10-22 19:32:26","","","","",,,,,14,14.00,2,6,1,"Learning global features by aggregating information over multiple views has been shown to be effective for 3D shape analysis. For view aggregation in deep learning models, pooling has been applied extensively. However, pooling leads to a loss of the content within views …"
11,"G Iyer, RK Ram, JK Murthy…","CalibNet: Geometrically supervised extrinsic calibration using 3D spatial transformer networks",2018,"2018 IEEE/RSJ …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8593693/","https://scholar.google.com/scholar?cites=6208920265621481406&as_sdt=2005&sciodt=0,5&hl=en",276,"2020-10-22 19:32:26","","","","",,,,,11,5.50,3,4,2,"3D LiDARs and 2D cameras are increasingly being used alongside each other in sensor rigs for perception tasks. Before these sensors can be used to gather meaningful data, however, their extrinsics (and intrinsics) need to be accurately calibrated, as the …"
14,"T Hu, Z Han, A Shrivastava…","Render4completion: Synthesizing multi-view depth maps for 3D shape completion",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCVW_2019/html/GMDL/Hu_Render4Completion_Synthesizing_Multi-View_Depth_Maps_for_3D_Shape_Completion_ICCVW_2019_paper.html","https://scholar.google.com/scholar?cites=8682231578809822137&as_sdt=2005&sciodt=0,5&hl=en",277,"2020-10-22 19:32:26","","","","",,,,,14,14.00,4,4,1,"We propose a novel approach for 3D shape completion by synthesizing multi-view depth maps. While previous work for shape completion relies on volumetric representations, meshes, or point clouds, we propose to use multi-view depth maps from a set of fixed …"
9,"Y Qin, R Chen, H Zhu, M Song…","S4g: Amodal single-view single-shot se (3) grasp detection in cluttered scenes",2020,"Conference on robot …","proceedings.mlr.press","http://proceedings.mlr.press/v100/qin20a.html","https://scholar.google.com/scholar?cites=16336117618292795813&as_sdt=2005&sciodt=0,5&hl=en",278,"2020-10-22 19:32:26","","","","",,,,,9,9.00,2,5,1,"Grasping is among the most fundamental and long-lasting problems in robotics study. This paper studies the problem of 6-DoF (degree of freedom) grasping by a parallel gripper in a cluttered scene captured using a commodity depth sensor from a single viewpoint. We …"
12,"M Naseer, SH Khan, F Porikli","Indoor scene understanding in 2.5/3d: A survey",2018,"arXiv preprint arXiv:1803.03352","researchgate.net","https://www.researchgate.net/profile/Muzammal_Naseer/publication/323694671_Indoor_Scene_Understanding_in_253D_A_Survey/links/5bd3c8fb4585150b2b8a2277/Indoor-Scene-Understanding-in-25-3D-A-Survey.pdf","https://scholar.google.com/scholar?cites=1255387256465145407&as_sdt=2005&sciodt=0,5&hl=en",279,"2020-10-22 19:32:26","PDF","","","",,,,,12,6.00,4,3,2,"With the availability of low-cost and compact 2.5/3D visual sensing devices, computer vision community is experiencing a growing interest in visual scene understanding. This survey paper provides a comprehensive background to this research topic. We begin with a …"
13,"Z Li, C Xu, B Leng","Angular triplet-center loss for multi-view 3d shape retrieval",2019,"Proceedings of the AAAI Conference on Artificial …","aaai.org","https://www.aaai.org/ojs/index.php/AAAI/article/view/4890","https://scholar.google.com/scholar?cites=14731703835098913153&as_sdt=2005&sciodt=0,5&hl=en",280,"2020-10-22 19:32:26","","","","",,,,,13,13.00,4,3,1,"How to obtain the desirable representation of a 3D shape, which is discriminative across categories and polymerized within classes, is a significant challenge in 3D shape retrieval. Most existing 3D shape retrieval methods focus on capturing strong discriminative shape …"
10,"Y Duan, Y Zheng, J Lu, J Zhou…","Structural relational reasoning of point clouds",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_CVPR_2019/html/Duan_Structural_Relational_Reasoning_of_Point_Clouds_CVPR_2019_paper.html","https://scholar.google.com/scholar?cites=9114921540970970311&as_sdt=2005&sciodt=0,5&hl=en",281,"2020-10-22 19:32:26","","","","",,,,,10,10.00,2,5,1,"The symmetry for the corners of a box, the continuity for the surfaces of a monitor, the linkage between the torso and other body parts---it suggests that 3D objects may have common and underlying inner relations between local structures, and it is a fundamental ability for …"
12,"S Biasotti, EM Thompson…","SHREC'18 track: Recognition of geometric patterns over 3D models",2018,"… on 3D Object …","hal-mines-paristech.archives …","https://hal-mines-paristech.archives-ouvertes.fr/hal-01774423/","https://scholar.google.com/scholar?cites=12554653826361285521&as_sdt=2005&sciodt=0,5&hl=en",282,"2020-10-22 19:32:26","","","","",,,,,12,6.00,4,3,2,"This track of the SHREC 2018 originally aimed at recognizing relief patterns over a set of triangle meshes from laser scan acquisitions of archaeological fragments. This track approaches a lively and very challenging problem that remains open after the end of the …"
17,"X Liu, M Yan, J Bohg","Meteornet: Deep learning on dynamic 3d point cloud sequences",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Liu_MeteorNet_Deep_Learning_on_Dynamic_3D_Point_Cloud_Sequences_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=4524696761183065625&as_sdt=2005&sciodt=0,5&hl=en",283,"2020-10-22 19:32:26","","","","",,,,,17,17.00,6,3,1,"Understanding dynamic 3D environment is crucial for robotic agents and many other applications. We propose a novel neural network architecture called MeteorNet for learning representations for dynamic 3D point cloud sequences. Different from previous work that …"
15,"F Groh, P Wieschollek, HPA Lensch","Flex-convolution",2018,"Asian Conference on Computer …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-20887-5_7","https://scholar.google.com/scholar?cites=1009740481664258124&as_sdt=2005&sciodt=0,5&hl=en",284,"2020-10-22 19:32:26","","","","",,,,,15,7.50,5,3,2,"Traditional convolution layers are specifically designed to exploit the natural data representation of images–a fixed and regular grid. However, unstructured data like 3D point clouds containing irregular neighborhoods constantly breaks the grid-based data …"
10,"F Gustafsson, E Linder-Norén","Automotive 3D object detection without target domain annotations",2018,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:1218149","https://scholar.google.com/scholar?cites=1570224157693228301&as_sdt=2005&sciodt=0,5&hl=en",285,"2020-10-22 19:32:26","","","","",,,,,10,5.00,5,2,2,"In this thesis we study a perception problem in the context of autonomous driving. Specifically, we study the computer vision problem of 3D object detection, in which objects should be detected from various sensor data and their position in the 3D world should be …"
22,"S Shi, Z Wang, J Shi, X Wang…","From points to parts: 3d object detection from point cloud with part-aware and part-aggregation network",2020,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9018080/","https://scholar.google.com/scholar?cites=1086168042066320095&as_sdt=2005&sciodt=0,5&hl=en",286,"2020-10-22 19:32:26","","","","",,,,,22,22.00,4,5,1,"3D object detection from LiDAR point cloud is a challenging problem in 3D scene understanding and has many practical applications. In this paper, we extend our preliminary work PointRCNN to a novel and strong point-cloud-based 3D object detection framework …"
18,"W Liu, J Sun, W Li, T Hu, P Wang","Deep learning on point clouds and its application: A survey",2019,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/19/19/4188","https://scholar.google.com/scholar?cites=7533619294370820286&as_sdt=2005&sciodt=0,5&hl=en",287,"2020-10-22 19:32:26","","","","",,,,,18,18.00,4,5,1,"Point cloud is a widely used 3D data form, which can be produced by depth sensors, such as Light Detection and Ranging (LIDAR) and RGB-D cameras. Being unordered and irregular, many researchers focused on the feature engineering of the point cloud. Being …"
12,"H You, Y Feng, X Zhao, C Zou, R Ji, Y Gao","Pvrnet: Point-view relation neural network for 3d shape recognition",2019,"Proceedings of the AAAI …","aaai.org","https://www.aaai.org/ojs/index.php/AAAI/article/view/4945","https://scholar.google.com/scholar?cites=5071775544017536882&as_sdt=2005&sciodt=0,5&hl=en",288,"2020-10-22 19:32:26","","","","",,,,,12,12.00,2,6,1,"Abstract Three-dimensional (3D) shape recognition has drawn much research attention in the field of computer vision. The advances of deep learning encourage various deep models for 3D feature representation. For point cloud and multi-view data, two popular 3D data …"
16,"Z Zhang, BS Hua, DW Rosen…","Rotation invariant convolutions for 3D point clouds deep learning",2019,"… Conference on 3D …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8886052/","https://scholar.google.com/scholar?cites=1310824342661762863&as_sdt=2005&sciodt=0,5&hl=en",289,"2020-10-22 19:32:26","","","","",,,,,16,16.00,4,4,1,"Recent progresses in 3D deep learning has shown that it is possible to design special convolution operators to consume point cloud data. However, a typical drawback is that rotation invariance is often not guaranteed, resulting in networks that generalizes poorly to …"
12,"J Liu, B Ni, C Li, J Yang, Q Tian","Dynamic points agglomeration for hierarchical point sets learning",2019,"Proceedings of the IEEE …","openaccess.thecvf.com","http://openaccess.thecvf.com/content_ICCV_2019/html/Liu_Dynamic_Points_Agglomeration_for_Hierarchical_Point_Sets_Learning_ICCV_2019_paper.html","https://scholar.google.com/scholar?cites=7731425946364016621&as_sdt=2005&sciodt=0,5&hl=en",290,"2020-10-22 19:32:26","","","","",,,,,12,12.00,2,5,1,"Many previous works on point sets learning achieve excellent performance with hierarchical architecture. Their strategies towards points agglomeration, however, only perform points sampling and grouping in original Euclidean space in a fixed way. These heuristic and task …"
17,"Z Liang, M Yang, L Deng, C Wang…","Hierarchical depthwise graph convolutional neural network for 3d semantic segmentation of point clouds",2019,"… on Robotics and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8794052/","https://scholar.google.com/scholar?cites=2184918091038759108&as_sdt=2005&sciodt=0,5&hl=en",291,"2020-10-22 19:32:26","","","","",,,,,17,17.00,3,5,1,"This paper proposes a hierarchical depthwise graph convolutional neural network (HDGCN) for point cloud semantic segmentation. The main chanllenge for learning on point clouds is to capture local structures or relationships. Graph convolution has the strong ability to extract …"
10,"J Chen, YK Cho, Z Kira","Multi-view incremental segmentation of 3-D point clouds for mobile robots",2019,"IEEE Robotics and Automation Letters","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8624392/","https://scholar.google.com/scholar?cites=14082468441937670338&as_sdt=2005&sciodt=0,5&hl=en",292,"2020-10-22 19:32:26","","","","",,,,,10,10.00,3,3,1,"Mobile robots need to create high-definition three-dimensional (3-D) maps of the environment for applications such as remote surveillance and infrastructure mapping. Accurate semantic processing of the acquired 3-D point cloud is critical for allowing the robot …"
9,"Y Bar-Sinai, S Hoyer, J Hickey…","Data-driven discretization: a method for systematic coarse graining of partial differential equations",2018,"arXiv preprint arXiv …","researchgate.net","https://www.researchgate.net/profile/Yohai_Bar-Sinai/publication/327050386_Data-driven_discretization_a_method_for_systematic_coarse_graining_of_partial_differential_equations/links/5ba8ed72a6fdccd3cb6f7042/Data-driven-discretization-a-method-for-systematic-coarse-graining-of-partial-differential-equations.pdf","https://scholar.google.com/scholar?cites=126331350388330848&as_sdt=2005&sciodt=0,5&hl=en",293,"2020-10-22 19:32:26","PDF","","","",,,,,9,4.50,2,4,2,"Many problems in theoretical physics are centered on representing the behavior of a physical theory at long wave lengths and slow frequencies by integrating out degrees of freedom which change rapidly in time and space. This is typically done by writing effective …"
